"","ID","nLoans","Number_of_Loan","Start","Paid","Duration"
"992",4226607694,9,7,2015-07-09,2015-07-24,15
"993",4226607694,9,8,2015-07-24,2015-08-08,15
"994",4228136505,3,1,2015-05-22,2015-05-28,6
"995",4228136505,3,2,2015-06-03,2015-06-12,9
"996",4239791639,2,1,2014-05-07,2014-05-27,20
"997",4239791639,2,2,2014-05-27,2014-06-17,21
"998",4252440796,1,1,2015-07-19,2015-08-10,22
"999",4264763102,7,1,2015-03-30,2015-04-01,2
"1000",4264763102,7,2,2015-04-01,2015-04-09,8
"1001",4264763102,7,3,2015-04-10,2015-05-01,21
"1002",4264763102,7,4,2015-05-18,2015-06-13,26
"1003",4264763102,7,5,2015-06-16,2015-07-15,29
"1004",4336726880,2,1,2015-06-03,2015-06-16,13
"1005",4337834140,8,1,2015-04-28,2015-05-13,15
"1006",4337834140,8,2,2015-05-13,2015-05-26,13
"1007",4337834140,8,3,2015-05-26,2015-06-10,15
"1008",4337834140,8,4,2015-06-10,2015-06-22,12
"1009",4337834140,8,5,2015-06-22,2015-07-11,19
"1010",4337834140,8,6,2015-07-11,2015-07-28,17
"1011",4337834140,8,7,2015-07-28,2015-08-19,22
"1012",4350866554,3,1,2015-06-06,2015-06-13,7
"1013",4350866554,3,2,2015-06-13,2015-07-01,18
"1014",4390479181,5,1,2015-07-15,2015-07-28,13
"1015",4390479181,5,2,2015-07-28,2015-08-04,7
"1016",4390479181,5,3,2015-08-04,2015-08-11,7
"1017",4390479181,5,4,2015-08-12,2015-08-14,2
"1018",4421592908,2,1,2015-06-25,2015-07-16,21
"1019",4429479218,6,1,2015-04-12,2015-05-03,21
"1020",4429479218,6,2,2015-05-03,2015-05-24,21
"1021",4429479218,6,3,2015-06-16,2015-07-07,21
"1022",4429479218,6,4,2015-07-07,2015-07-28,21
"1023",4429479218,6,5,2015-07-31,2015-08-17,17
"1024",4437592008,4,1,2015-05-18,2015-05-29,11
"1025",4437592008,4,2,2015-06-03,2015-07-01,28
"1026",4437592008,4,3,2015-07-02,2015-07-14,12
"1027",4447877474,1,1,2015-07-21,2015-08-14,24
"1028",4460847262,4,1,2015-07-24,2015-08-07,14
"1029",4460847262,4,2,2015-08-07,2015-08-09,2
"1030",4460847262,4,3,2015-08-09,2015-08-15,6
"1031",4461208066,2,1,2015-07-28,2015-08-11,14
"1032",4476235367,3,1,2015-06-10,2015-06-17,7
"1033",4476235367,3,2,2015-06-17,2015-06-22,5
"1034",4489754615,3,1,2015-03-25,2015-04-10,16
"1035",4489754615,3,2,2015-04-10,2015-04-10,0
"1036",4493372220,5,1,2015-03-01,2015-03-11,10
"1037",4493372220,5,2,2015-03-11,2015-04-07,27
"1038",4493372220,5,3,2015-04-07,2015-05-07,30
"1039",4493372220,5,4,2015-05-07,2015-06-01,25
"1040",4497326671,1,1,2015-06-07,2015-06-30,23
"1041",4509848841,7,1,2015-03-11,2015-03-27,16
"1042",4509848841,7,2,2015-03-27,2015-04-05,9
"1043",4509848841,7,3,2015-04-08,2015-04-29,21
"1044",4509848841,7,4,2015-04-30,2015-05-20,20
"1045",4509848841,7,5,2015-05-20,2015-06-12,23
"1046",4509848841,7,6,2015-06-12,2015-07-17,35
"1047",4540051772,9,1,2015-03-29,2015-04-02,4
"1048",4540051772,9,2,2015-04-03,2015-04-16,13
"1049",4540051772,9,3,2015-04-16,2015-05-05,19
"1050",4540051772,9,4,2015-05-05,2015-05-26,21
"1051",4540051772,9,5,2015-05-26,2015-06-09,14
"1052",4540051772,9,6,2015-06-15,2015-07-06,21
"1053",4540051772,9,7,2015-07-06,2015-07-26,20
"1054",4540051772,9,8,2015-07-26,2015-08-13,18
"1055",4540783923,2,1,2015-07-23,2015-08-14,22
"1056",4572113844,2,1,2015-07-14,2015-08-02,19
"1057",4578202269,4,1,2015-05-11,2015-05-20,9
"1058",4578202269,4,2,2015-05-25,2015-06-17,23
"1059",4578202269,4,3,2015-06-26,2015-07-19,23
"1060",4578202269,4,4,2015-07-24,2015-08-15,22
"1061",4587521056,4,1,2015-07-21,2015-07-27,6
"1062",4587521056,4,2,2015-07-27,2015-08-04,8
"1063",4587521056,4,3,2015-08-04,2015-08-13,9
"1064",4609303188,8,1,2015-05-23,2015-05-27,4
"1065",4609303188,8,2,2015-05-27,2015-05-28,1
"1066",4609303188,8,3,2015-05-28,2015-06-01,4
"1067",4609303188,8,4,2015-06-01,2015-06-07,6
"1068",4609303188,8,5,2015-06-08,2015-06-22,14
"1069",4609303188,8,6,2015-06-22,2015-07-11,19
"1070",4609303188,8,7,2015-07-11,2015-08-01,21
"1071",4613150895,4,1,2015-06-17,2015-07-07,20
"1072",4613150895,4,2,2015-07-08,2015-07-20,12
"1073",4613150895,4,3,2015-07-22,2015-08-12,21
"1074",4645275853,3,1,2015-04-01,2015-04-10,9
"1075",4645275853,3,2,2015-04-10,2015-05-01,21
"1076",4646477741,2,1,2015-04-16,2015-05-01,15
"1077",4650748452,4,1,2015-07-16,2015-07-28,12
"1078",4650748452,4,2,2015-07-28,2015-08-07,10
"1079",4650748452,4,3,2015-08-07,2015-08-19,12
"1080",4652588050,12,1,2015-02-20,2015-03-13,21
"1081",4652588050,12,2,2015-03-13,2015-03-19,6
"1082",4652588050,12,3,2015-03-19,2015-04-09,21
"1083",4652588050,12,4,2015-04-14,2015-04-28,14
"1084",4652588050,12,5,2015-04-28,2015-05-17,19
"1085",4652588050,12,6,2015-05-17,2015-05-25,8
"1086",4652588050,12,7,2015-05-25,2015-06-05,11
"1087",4652588050,12,8,2015-06-05,2015-06-26,21
"1088",4652588050,12,9,2015-06-26,2015-07-13,17
"1089",4652588050,12,10,2015-07-13,2015-08-03,21
"1090",4652588050,12,11,2015-08-03,2015-08-15,12
"1091",4656062708,21,1,2014-04-22,2014-04-22,0
"1092",4656062708,21,2,2014-04-22,2014-05-13,21
"1093",4656062708,21,3,2014-05-30,2014-06-18,19
"1094",4656062708,21,4,2014-06-18,2014-07-11,23
"1095",4656062708,21,5,2014-07-25,2014-08-15,21
"1096",4656062708,21,6,2014-08-16,2014-09-03,18
"1097",4656062708,21,7,2014-09-04,2014-09-24,20
"1098",4656062708,21,8,2014-09-25,2014-10-17,22
"1099",4656062708,21,9,2014-10-21,2014-11-04,14
"1100",4656062708,21,10,2014-12-01,2014-12-19,18
"1101",4656062708,21,11,2014-12-23,2015-01-08,16
"1102",4656062708,21,12,2015-01-12,2015-01-21,9
"1103",4656062708,21,13,2015-01-24,2015-02-06,13
"1104",4656062708,21,14,2015-02-07,2015-03-01,22
"1105",4656062708,21,15,2015-03-01,2015-03-21,20
"1106",4656062708,21,16,2015-03-21,2015-04-13,23
"1107",4656062708,21,17,2015-04-13,2015-05-01,18
"1108",4656062708,21,18,2015-05-01,2015-06-12,42
"1109",4656062708,21,19,2015-06-16,2015-07-10,24
"1110",4656062708,21,20,2015-07-10,2015-08-05,26
"1111",4664935120,3,1,2015-07-14,2015-07-23,9
"1112",4664935120,3,2,2015-07-24,2015-08-01,8
"1113",4716039696,3,1,2015-07-19,2015-08-05,17
"1114",4716039696,3,2,2015-08-05,2015-08-11,6
"1115",4724843699,1,1,2015-07-17,2015-08-07,21
"1116",4732601069,3,1,2015-05-12,2015-05-19,7
"1117",4732601069,3,2,2015-05-19,2015-05-21,2
"1118",4733088866,2,1,2015-07-11,2015-07-30,19
"1119",4738098277,11,1,2015-03-29,2015-04-16,18
"1120",4738098277,11,2,2015-04-16,2015-04-23,7
"1121",4738098277,11,3,2015-04-24,2015-05-04,10
"1122",4738098277,11,4,2015-05-04,2015-05-12,8
"1123",4738098277,11,5,2015-05-12,2015-05-19,7
"1124",4738098277,11,6,2015-05-20,2015-06-03,14
"1125",4738098277,11,7,2015-06-03,2015-06-18,15
"1126",4738098277,11,8,2015-06-18,2015-07-02,14
"1127",4738098277,11,9,2015-07-02,2015-07-20,18
"1128",4738098277,11,10,2015-07-20,2015-08-04,15
"1129",4740365226,5,1,2015-03-31,2015-04-13,13
"1130",4740365226,5,2,2015-04-16,2015-04-21,5
"1131",4740365226,5,3,2015-04-21,2015-05-05,14
"1132",4740365226,5,4,2015-05-05,2015-05-25,20
"1133",4746602099,1,1,2015-07-24,2015-08-13,20
"1134",4756053552,2,1,2015-07-24,2015-08-14,21
"1135",4785949170,2,1,2015-07-27,2015-08-17,21
"1136",4792563816,2,1,2015-05-29,2015-06-09,11
"1137",4792942529,6,1,2015-04-16,2015-04-23,7
"1138",4792942529,6,2,2015-04-23,2015-04-27,4
"1139",4792942529,6,3,2015-04-27,2015-05-21,24
"1140",4792942529,6,4,2015-05-21,2015-06-15,25
"1141",4792942529,6,5,2015-06-16,2015-07-24,38
"1142",4847988237,4,1,2015-06-09,2015-06-12,3
"1143",4847988237,4,2,2015-06-12,2015-06-15,3
"1144",4847988237,4,3,2015-06-15,2015-06-30,15
"1145",4850039402,4,1,2015-03-29,2015-04-03,5
"1146",4850039402,4,2,2015-04-03,2015-04-13,10
"1147",4850039402,4,3,2015-04-13,2015-04-27,14
"1148",4869342318,2,1,2015-07-22,2015-08-12,21
"1149",4883396224,2,1,2015-07-18,2015-07-22,4
"1150",4883399518,2,1,2015-04-02,2015-04-03,1
"1151",4883971352,4,1,2015-05-11,2015-05-22,11
"1152",4883971352,4,2,2015-05-22,2015-05-30,8
"1153",4883971352,4,3,2015-05-30,2015-06-20,21
"1154",4884216169,2,1,2015-03-26,2015-04-02,7
"1155",4899445636,8,1,2015-03-28,2015-04-17,20
"1156",4899445636,8,2,2015-04-17,2015-04-23,6
"1157",4899445636,8,3,2015-04-23,2015-05-07,14
"1158",4899445636,8,4,2015-05-07,2015-05-08,1
"1159",4899445636,8,5,2015-05-08,2015-05-29,21
"1160",4899445636,8,6,2015-05-29,2015-06-19,21
"1161",4899445636,8,7,2015-06-19,2015-06-25,6
"1162",4902519125,1,1,2015-04-02,2015-05-02,30
"1163",4906074010,2,1,2015-06-29,2015-07-15,16
"1164",4908096316,4,1,2015-05-13,2015-06-05,23
"1165",4908096316,4,2,2015-06-05,2015-06-29,24
"1166",4908096316,4,3,2015-06-30,2015-07-24,24
"1167",4949206686,3,1,2015-03-11,2015-03-23,12
"1168",4949206686,3,2,2015-03-24,2015-04-18,25
"1169",4951166708,5,1,2015-03-29,2015-04-16,18
"1170",4951166708,5,2,2015-04-20,2015-05-21,31
"1171",4951166708,5,3,2015-05-21,2015-06-17,27
"1172",4951166708,5,4,2015-06-17,2015-07-22,35
"1173",4974853726,5,1,2015-06-02,2015-06-12,10
"1174",4974853726,5,2,2015-06-12,2015-06-27,15
"1175",4974853726,5,3,2015-06-27,2015-07-18,21
"1176",4974853726,5,4,2015-07-19,2015-08-08,20
"1177",4991604311,2,1,2015-06-25,2015-07-12,17
"1178",5004213430,2,1,2015-07-12,2015-08-10,29
"1179",5018829972,2,1,2015-03-30,2015-04-04,5
"1180",5064137410,6,1,2015-02-27,2015-03-14,15
"1181",5064137410,6,2,2015-03-17,2015-04-01,15
"1182",5064137410,6,3,2015-04-03,2015-04-24,21
"1183",5064137410,6,4,2015-04-24,2015-05-20,26
"1184",5064137410,6,5,2015-05-22,2015-06-13,22
"1185",5080754334,3,1,2015-06-09,2015-06-30,21
"1186",5080754334,3,2,2015-07-10,2015-07-30,20
"1187",5085179989,13,1,2014-10-02,2014-10-15,13
"1188",5085179989,13,2,2014-10-16,2014-10-30,14
"1189",5085179989,13,3,2014-10-31,2014-11-18,18
"1190",5085179989,13,4,2014-11-21,2014-12-05,14
"1191",5085179989,13,5,2014-12-06,2014-12-10,4
"1192",5085179989,13,6,2014-12-16,2014-12-30,14
"1193",5085179989,13,7,2014-12-31,2015-01-16,16
"1194",5085179989,13,8,2015-01-19,2015-02-10,22
"1195",5085179989,13,9,2015-02-10,2015-03-03,21
"1196",5085179989,13,10,2015-03-06,2015-03-27,21
"1197",5085179989,13,11,2015-03-27,2015-04-20,24
"1198",5085179989,13,12,2015-04-23,2015-04-30,7
"1199",5095473176,7,1,2015-06-05,2015-06-12,7
"1200",5095473176,7,2,2015-06-26,2015-07-15,19
"1201",5095473176,7,3,2015-07-24,2015-07-27,3
"1202",5095473176,7,4,2015-07-30,2015-08-08,9
"1203",5095473176,7,5,2015-08-03,2015-08-13,10
"1204",5108315568,4,1,2014-07-30,2014-08-30,31
"1205",5108315568,4,2,2014-09-13,2014-09-27,14
"1206",5108315568,4,3,2014-09-29,2014-10-31,32
"1207",5115392371,2,1,2015-05-06,2015-05-27,21
"1208",5123229643,5,1,2015-05-08,2015-05-24,16
"1209",5123229643,5,2,2015-05-24,2015-06-13,20
"1210",5123229643,5,3,2015-06-21,2015-07-07,16
"1211",5123229643,5,4,2015-07-07,2015-07-29,22
"1212",5126578428,10,1,2015-02-05,2015-02-26,21
"1213",5126578428,10,2,2015-02-26,2015-03-19,21
"1214",5126578428,10,3,2015-03-20,2015-04-10,21
"1215",5126578428,10,4,2015-04-11,2015-05-02,21
"1216",5126578428,10,5,2015-05-02,2015-05-25,23
"1217",5126578428,10,6,2015-05-25,2015-06-16,22
"1218",5126578428,10,7,2015-06-16,2015-07-07,21
"1219",5126578428,10,8,2015-07-07,2015-07-28,21
"1220",5126578428,10,9,2015-07-28,2015-08-13,16
"1221",5134405695,1,1,2015-07-23,2015-07-27,4
"1222",5167938983,7,1,2015-05-07,2015-05-11,4
"1223",5167938983,7,2,2015-05-11,2015-05-28,17
"1224",5167938983,7,3,2015-05-31,2015-06-15,15
"1225",5167938983,7,4,2015-06-15,2015-07-02,17
"1226",5167938983,7,5,2015-07-08,2015-07-22,14
"1227",5167938983,7,6,2015-07-22,2015-08-06,15
"1228",5174506041,3,1,2015-06-29,2015-07-20,21
"1229",5174506041,3,2,2015-07-20,2015-07-27,7
"1230",5212256963,3,1,2015-06-19,2015-06-26,7
"1231",5212256963,3,2,2015-07-04,2015-07-14,10
"1232",5217601507,2,1,2015-07-10,2015-07-30,20
"1233",5254531566,8,1,2015-03-17,2015-04-07,21
"1234",5254531566,8,2,2015-04-07,2015-04-22,15
"1235",5254531566,8,3,2015-04-22,2015-05-11,19
"1236",5254531566,8,4,2015-05-11,2015-05-29,18
"1237",5254531566,8,5,2015-05-30,2015-06-16,17
"1238",5254531566,8,6,2015-06-16,2015-07-14,28
"1239",5254531566,8,7,2015-07-14,2015-08-06,23
"1240",5255086303,10,1,2014-10-22,2014-11-05,14
"1241",5255086303,10,2,2014-11-07,2014-11-09,2
"1242",5255086303,10,3,2014-11-09,2014-11-27,18
"1243",5255086303,10,4,2014-12-05,2014-12-19,14
"1244",5255086303,10,5,2014-12-20,2015-01-10,21
"1245",5255086303,10,6,2015-01-10,2015-01-30,20
"1246",5255086303,10,7,2015-01-30,2015-02-23,24
"1247",5255086303,10,8,2015-03-10,2015-03-30,20
"1248",5255086303,10,9,2015-03-30,2015-04-29,30
"1249",5275535713,9,1,2015-03-31,2015-04-14,14
"1250",5275535713,9,2,2015-04-14,2015-04-23,9
"1251",5275535713,9,3,2015-04-23,2015-05-02,9
"1252",5275535713,9,4,2015-05-02,2015-05-16,14
"1253",5275535713,9,5,2015-05-17,2015-05-31,14
"1254",5275535713,9,6,2015-05-31,2015-06-13,13
"1255",5275535713,9,7,2015-06-13,2015-07-01,18
"1256",5275535713,9,8,2015-07-01,2015-07-22,21
"1257",5281600996,5,1,2015-05-01,2015-05-07,6
"1258",5281600996,5,2,2015-05-08,2015-05-23,15
"1259",5281600996,5,3,2015-05-23,2015-06-08,16
"1260",5281600996,5,4,2015-06-08,2015-06-26,18
"1261",5284029609,2,1,2015-07-24,2015-08-06,13
"1262",5312329083,2,1,2015-07-29,2015-08-12,14
"1263",5330295937,5,1,2014-05-23,2014-06-08,16
"1264",5330295937,5,2,2014-06-09,2014-06-20,11
"1265",5330295937,5,3,2014-06-20,2014-07-05,15
"1266",5330295937,5,4,2014-07-14,2014-08-04,21
"1267",5331332312,6,1,2015-02-11,2015-03-04,21
"1268",5331332312,6,2,2015-03-11,2015-04-01,21
"1269",5331332312,6,3,2015-04-10,2015-05-01,21
"1270",5331332312,6,4,2015-05-05,2015-05-25,20
"1271",5331332312,6,5,2015-06-04,2015-06-25,21
"1272",5331332312,6,6,2015-06-27,2015-07-24,27
"1273",5334896838,2,1,2014-04-15,2014-06-09,55
"1274",5339810676,3,1,2015-07-11,2015-07-14,3
"1275",5339810676,3,2,2015-07-14,2015-07-31,17
"1276",5340508208,9,1,2015-05-08,2015-05-13,5
"1277",5340508208,9,2,2015-05-13,2015-05-18,5
"1278",5340508208,9,3,2015-05-20,2015-06-08,19
"1279",5340508208,9,4,2015-06-08,2015-06-17,9
"1280",5340508208,9,5,2015-06-17,2015-07-08,21
"1281",5340508208,9,6,2015-07-08,2015-07-28,20
"1282",5340508208,9,7,2015-07-28,2015-07-31,3
"1283",5345006498,2,1,2015-02-17,2015-02-27,10
"1284",5346231779,2,1,2014-05-08,2014-05-21,13
"1285",5348003279,4,1,2015-06-05,2015-06-26,21
"1286",5348003279,4,2,2015-07-05,2015-07-27,22
"1287",5348003279,4,3,2015-07-28,2015-08-14,17
"1288",5359782636,3,1,2015-03-25,2015-05-03,39
"1289",5359782636,3,2,2015-05-03,2015-05-04,1
"1290",5371237857,4,1,2015-05-20,2015-06-03,14
"1291",5371237857,4,2,2015-06-03,2015-06-25,22
"1292",5371237857,4,3,2015-07-01,2015-07-28,27
"1293",5377931105,4,1,2014-06-16,2014-07-07,21
"1294",5377931105,4,2,2014-10-22,2014-11-05,14
"1295",5377931105,4,3,2014-11-09,2014-12-17,38
"1296",5381855882,2,1,2015-05-22,2015-06-12,21
"1297",5381855882,2,2,2015-06-13,2015-06-30,17
"1298",5406406018,1,1,2015-06-06,2015-08-01,56
"1299",5410424023,4,1,2015-02-28,2015-03-06,6
"1300",5410424023,4,2,2015-03-22,2015-04-10,19
"1301",5410424023,4,3,2015-04-20,2015-07-01,72
"1302",5413136059,3,1,2015-07-16,2015-07-22,6
"1303",5413136059,3,2,2015-07-22,2015-07-30,8
"1304",5418329969,3,1,2015-07-03,2015-07-11,8
"1305",5418329969,3,2,2015-07-11,2015-07-16,5
"1306",5433168922,2,1,2015-03-03,2015-03-23,20
"1307",5445931408,3,1,2015-03-28,2015-03-29,1
"1308",5445931408,3,2,2015-03-29,2015-03-29,0
"1309",5449485614,9,1,2015-03-28,2015-04-04,7
"1310",5449485614,9,2,2015-04-14,2015-04-27,13
"1311",5449485614,9,3,2015-04-27,2015-05-08,11
"1312",5449485614,9,4,2015-05-09,2015-05-25,16
"1313",5449485614,9,5,2015-05-26,2015-06-03,8
"1314",5449485614,9,6,2015-06-04,2015-06-19,15
"1315",5449485614,9,7,2015-06-23,2015-07-13,20
"1316",5489995289,2,1,2015-03-24,2015-04-09,16
"1317",5494244789,3,1,2015-07-14,2015-07-31,17
"1318",5494244789,3,2,2015-07-31,2015-08-17,17
"1319",5494601411,4,1,2015-05-29,2015-06-12,14
"1320",5494601411,4,2,2015-06-20,2015-07-06,16
"1321",5494601411,4,3,2015-07-07,2015-07-28,21
"1322",5495666685,4,1,2015-04-01,2015-04-21,20
"1323",5495666685,4,2,2015-04-27,2015-05-28,31
"1324",5495666685,4,3,2015-05-30,2015-06-20,21
"1325",5495666685,4,4,2015-07-17,2015-08-19,33
"1326",5511522687,3,1,2015-03-22,2015-04-04,13
"1327",5511522687,3,2,2015-04-08,2015-04-18,10
"1328",5511930733,3,1,2015-07-24,2015-07-29,5
"1329",5511930733,3,2,2015-07-29,2015-08-08,10
"1330",5514618037,1,1,2015-06-08,2015-06-16,8
"1331",5517830861,5,1,2015-06-02,2015-06-08,6
"1332",5517830861,5,2,2015-06-08,2015-06-10,2
"1333",5517830861,5,3,2015-06-11,2015-06-27,16
"1334",5517830861,5,4,2015-06-27,2015-07-10,13
"1335",5527448981,1,1,2015-06-02,2015-06-23,21
"1336",5530713621,1,1,2015-07-09,2015-07-28,19
"1337",5534019509,14,1,2014-08-31,2014-09-17,17
"1338",5534019509,14,2,2014-10-22,2014-11-11,20
"1339",5534019509,14,3,2014-11-12,2014-12-02,20
"1340",5534019509,14,4,2014-12-06,2014-12-24,18
"1341",5534019509,14,5,2014-12-24,2015-01-14,21
"1342",5534019509,14,6,2015-01-16,2015-02-05,20
"1343",5534019509,14,7,2015-02-13,2015-03-03,18
"1344",5534019509,14,8,2015-03-17,2015-04-03,17
"1345",5534019509,14,9,2015-04-08,2015-04-28,20
"1346",5534019509,14,10,2015-04-28,2015-06-08,41
"1347",5534019509,14,11,2015-06-15,2015-07-06,21
"1348",5534019509,14,12,2015-07-06,2015-08-04,29
"1349",5534019509,14,13,2015-08-05,2015-08-15,10
"1350",5537661525,2,1,2015-03-27,2015-04-03,7
"1351",5555593102,9,1,2015-05-06,2015-05-21,15
"1352",5555593102,9,2,2015-05-21,2015-05-29,8
"1353",5555593102,9,3,2015-05-29,2015-06-12,14
"1354",5555593102,9,4,2015-06-12,2015-06-19,7
"1355",5555593102,9,5,2015-06-19,2015-06-30,11
"1356",5555593102,9,6,2015-06-30,2015-07-17,17
"1357",5555593102,9,7,2015-07-17,2015-07-30,13
"1358",5555593102,9,8,2015-07-30,2015-08-12,13
"1359",5559702426,3,1,2015-06-10,2015-04-07,-64
"1360",5559702426,3,2,2015-07-12,2015-08-08,27
"1361",5570008040,4,1,2015-07-15,2015-07-20,5
"1362",5570008040,4,2,2015-07-20,2015-07-21,1
"1363",5570008040,4,3,2015-07-21,2015-07-31,10
"1364",5571509882,2,1,2015-06-27,2015-07-15,18
"1365",5574393088,5,1,2015-05-11,2015-05-16,5
"1366",5574393088,5,2,2015-05-16,2015-05-17,1
"1367",5574393088,5,3,2015-05-17,2015-05-25,8
"1368",5574393088,5,4,2015-05-25,2015-06-08,14
"1369",5585643436,1,1,2014-05-04,2014-05-23,19
"1370",5610431323,2,1,2015-07-18,2015-08-08,21
"1371",5618080444,11,1,2015-04-24,2015-05-06,12
"1372",5618080444,11,2,2015-05-06,2015-05-14,8
"1373",5618080444,11,3,2015-05-14,2015-05-23,9
"1374",5618080444,11,4,2015-05-23,2015-05-31,8
"1375",5618080444,11,5,2015-05-31,2015-06-17,17
"1376",5618080444,11,6,2015-06-17,2015-06-24,7
"1377",5618080444,11,7,2015-06-24,2015-07-01,7
"1378",5618080444,11,8,2015-07-01,2015-07-09,8
"1379",5618080444,11,9,2015-07-09,2015-07-16,7
"1380",5618080444,11,10,2015-07-16,2015-08-01,16
"1381",5626937841,2,1,2015-07-11,2015-07-18,7
"1382",5647000446,17,1,2014-10-22,2014-10-29,7
"1383",5647000446,17,2,2014-10-30,2014-11-13,14
"1384",5647000446,17,3,2014-11-17,2014-12-01,14
"1385",5647000446,17,4,2014-12-01,2014-12-24,23
"1386",5647000446,17,5,2014-12-26,2015-01-10,15
"1387",5647000446,17,6,2015-01-10,2015-02-06,27
"1388",5647000446,17,7,2015-02-09,2015-03-08,27
"1389",5647000446,17,8,2015-03-08,2015-03-13,5
"1390",5647000446,17,9,2015-03-13,2015-03-20,7
"1391",5647000446,17,10,2015-03-20,2015-04-08,19
"1392",5647000446,17,11,2015-04-08,2015-05-23,45
"1393",5647000446,17,12,2015-05-23,2015-05-29,6
"1394",5647000446,17,13,2015-05-29,2015-06-10,12
"1395",5647000446,17,14,2015-06-10,2015-06-27,17
"1396",5647000446,17,15,2015-06-27,2015-07-08,11
"1397",5647000446,17,16,2015-07-08,2015-07-12,4
"1398",5657424461,9,1,2015-04-11,2015-04-18,7
"1399",5657424461,9,2,2015-04-18,2015-04-24,6
"1400",5657424461,9,3,2015-04-24,2015-05-07,13
"1401",5657424461,9,4,2015-05-07,2015-05-30,23
"1402",5657424461,9,5,2015-05-30,2015-06-25,26
"1403",5657424461,9,6,2015-07-06,2015-07-19,13
"1404",5657424461,9,7,2015-07-20,2015-07-29,9
"1405",5657424461,9,8,2015-07-29,2015-08-16,18
"1406",5665931957,4,1,2015-06-16,2015-07-03,17
"1407",5665931957,4,2,2015-07-03,2015-07-21,18
"1408",5665931957,4,3,2015-07-21,2015-08-12,22
"1409",5682976418,1,1,2015-05-14,2015-06-04,21
"1410",5695084415,3,1,2015-06-06,2015-06-11,5
"1411",5695084415,3,2,2015-06-11,2015-06-24,13
"1412",5709904884,3,1,2015-06-15,2015-06-20,5
"1413",5709904884,3,2,2015-06-20,2015-06-22,2
"1414",5729162586,2,1,2015-05-25,2015-06-09,15
"1415",5733285355,4,1,2015-06-15,2015-06-22,7
"1416",5733285355,4,2,2015-06-26,2015-07-03,7
"1417",5733285355,4,3,2015-07-16,2015-07-27,11
"1418",5733285355,4,4,2015-07-27,2015-08-17,21
"1419",5736208977,4,1,2015-03-28,2015-03-31,3
"1420",5736208977,4,2,2015-03-31,2015-04-03,3
"1421",5736208977,4,3,2015-04-07,2015-04-28,21
"1422",5741429746,3,1,2015-03-27,2015-04-02,6
"1423",5741429746,3,2,2015-04-09,2015-05-03,24
"1424",5747178338,5,1,2015-02-16,2015-03-09,21
"1425",5747178338,5,2,2015-05-24,2015-06-07,14
"1426",5747178338,5,3,2015-06-14,2015-07-18,34
"1427",5747178338,5,4,2015-07-21,2015-08-05,15
"1428",5773051173,3,1,2015-06-10,2015-06-24,14
"1429",5773051173,3,2,2015-06-29,2015-07-12,13
"1430",5777469792,2,1,2014-09-23,2014-10-14,21
"1431",5781556178,3,1,2015-07-28,2015-08-12,15
"1432",5781556178,3,2,2015-08-12,2015-08-14,2
"1433",5783698569,6,1,2015-02-15,2015-03-05,18
"1434",5783698569,6,2,2015-03-06,2015-03-27,21
"1435",5783698569,6,3,2015-03-28,2015-04-18,21
"1436",5783698569,6,4,2015-04-18,2015-05-10,22
"1437",5783698569,6,5,2015-05-11,2015-05-29,18
"1438",5799676461,2,1,2014-06-03,2014-07-31,58
"1439",5801463353,4,1,2015-05-13,2015-06-03,21
"1440",5801463353,4,2,2015-06-05,2015-06-20,15
"1441",5801463353,4,3,2015-06-21,2015-07-05,14
"1442",5801463353,4,4,2015-07-06,2015-07-28,22
"1443",5804388965,3,1,2015-03-29,2015-04-15,17
"1444",5804388965,3,2,2015-04-15,2015-04-29,14
"1445",5816669626,8,1,2015-05-07,2015-05-20,13
"1446",5816669626,8,2,2015-05-21,2015-06-05,15
"1447",5816669626,8,3,2015-06-05,2015-06-12,7
"1448",5816669626,8,4,2015-06-12,2015-06-26,14
"1449",5816669626,8,5,2015-06-26,2015-07-13,17
"1450",5816669626,8,6,2015-07-13,2015-07-28,15
"1451",5816669626,8,7,2015-07-28,2015-08-16,19
"1452",5826558835,7,1,2014-09-27,2014-10-04,7
"1453",5826558835,7,2,2014-10-04,2014-10-27,23
"1454",5826558835,7,3,2014-10-27,2014-11-17,21
"1455",5826558835,7,4,2014-11-18,2014-12-10,22
"1456",5826558835,7,5,2014-12-12,2015-01-02,21
"1457",5826558835,7,6,2015-01-11,2015-01-29,18
"1458",5833760454,5,1,2015-04-22,2015-05-13,21
"1459",5833760454,5,2,2015-05-16,2015-06-04,19
"1460",5833760454,5,3,2015-06-05,2015-06-26,21
"1461",5833760454,5,4,2015-07-03,2015-07-23,20
"1462",5843534196,5,1,2015-05-30,2015-06-03,4
"1463",5843534196,5,2,2015-06-03,2015-06-08,5
"1464",5843534196,5,3,2015-06-08,2015-06-26,18
"1465",5843534196,5,4,2015-06-29,2015-07-15,16
"1466",5868139297,3,1,2014-07-18,2014-08-05,18
"1467",5868139297,3,2,2014-08-05,2014-10-09,65
"1468",5896978842,4,1,2015-03-11,2015-03-31,20
"1469",5896978842,4,2,2015-03-31,2015-04-21,21
"1470",5896978842,4,3,2015-04-21,2015-05-12,21
"1471",5898120995,10,1,2015-06-10,2015-06-17,7
"1472",5898120995,10,2,2015-06-17,2015-06-22,5
